City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
116,albany,42.6001,-73.9662,11.68,93,21,0.45,US,1694949126
117,cole harbour,44.6724,-63.4751,15.71,94,100,9.77,CA,1694949127
118,acajutla,13.5928,-89.8275,26.12,81,78,2.39,SV,1694948872
119,yamada,39.4667,141.95,23.34,94,33,3.19,JP,1694949127
120,kangding,30.0513,101.9603,16.8,96,88,2.03,CN,1694949127
121,sao vicente,-23.9631,-46.3919,27.37,63,0,0.23,BR,1694949127
122,ixtapa,20.7,-105.2,24.57,87,85,1.1,MX,1694949128
123,cartagena,10.3997,-75.5144,27.79,94,20,2.06,CO,1694948890
124,emerald,-23.5333,148.1667,20.52,46,0,7.35,AU,1694949128
125,uturoa,-16.7333,-151.4333,25.36,84,18,5.81,PF,1694949128
126,sawakin,19.1059,37.3321,36.8,34,37,6.07,SD,1694949128
127,inongo,-1.95,18.2667,23.98,80,87,2.07,CD,1694949128
128,shenandoah,30.4013,-91.0009,24.05,66,90,2.08,US,1694949129
129,moletai,55.2333,25.4167,20.95,48,3,4.81,LT,1694949129
130,vilyuysk,63.7553,121.6247,1.23,98,100,3.62,RU,1694949129
131,bel ombre,-4.6167,55.4167,24.91,94,75,6.69,SC,1694949129
132,seguela,7.9611,-6.6731,25.58,82,100,1.77,CI,1694949129
133,port elizabeth,-33.918,25.5701,18.39,56,89,3.58,ZA,1694948897
134,al bayda',32.7627,21.7551,24.16,52,71,5.89,LY,1694949130
135,amos,48.5669,-78.1162,9.11,97,47,1.58,CA,1694949130
136,olonkinbyen,70.9221,-8.7187,3.2,73,100,6.94,SJ,1694949130
137,hawaiian paradise park,19.5933,-154.9731,22.73,94,100,2.57,US,1694949130
138,berdigestyakh,62.0989,126.6992,2.25,67,100,1.78,RU,1694949130
139,nadi,-17.8,177.4167,25.0,88,20,1.54,FJ,1694949019
140,klaksvik,62.2266,-6.589,11.51,86,100,10.0,FO,1694949131
141,olyokminsk,60.3736,120.4264,6.76,52,98,2.54,RU,1694949131
142,merizo village,13.2658,144.6691,28.31,91,100,4.47,GU,1694949131
143,mbabane,-26.3167,31.1333,13.24,83,97,2.9,SZ,1694949131
144,papao,-17.75,-149.55,23.82,85,34,5.96,PF,1694949131
145,fort mcmurray,56.7268,-111.381,7.77,87,41,2.57,CA,1694949131
146,hasaki,35.7333,140.8333,27.94,87,40,6.73,JP,1694949131
147,mili,6.0815,171.735,26.9,82,100,3.81,MH,1694949132
148,mariehamn,60.0973,19.9348,13.92,62,20,7.72,AX,1694949132
149,vilyuchinsk,52.9306,158.4028,12.01,73,46,8.36,RU,1694949132
150,luanda,-8.8368,13.2343,24.35,78,99,4.12,AO,1694949025
151,sibolga,1.7427,98.7792,25.68,87,98,0.81,ID,1694949090
152,turpan,42.9333,89.1667,28.86,18,96,2.51,CN,1694949132
153,mata-utu,-13.2816,-176.1745,27.64,74,90,10.49,WF,1694949132
154,lospalos,-8.5186,127.0025,21.74,77,100,4.54,TL,1694949133
155,yokadouma,3.5167,15.05,23.35,96,100,0.72,CM,1694949133
156,hamilton,39.1834,-84.5333,14.43,94,100,1.54,US,1694948998
157,coquimbo,-29.9533,-71.3436,12.51,93,17,1.34,CL,1694949133
158,afaahiti,-17.75,-149.2833,22.93,88,55,6.27,PF,1694949133
159,hoa binh,20.8133,105.3383,26.43,93,99,1.3,VN,1694949133
160,ulanhot,46.0833,122.0833,16.39,89,100,1.16,CN,1694949134
161,mazatlan,23.2167,-106.4167,26.98,94,75,0.0,MX,1694949021
162,spring creek,40.7266,-115.5859,12.39,26,6,1.77,US,1694949134
163,whakatane,-37.9585,176.9854,14.93,82,0,1.79,NZ,1694949134
164,cambria,35.5641,-121.0808,15.41,91,1,1.77,US,1694949134
165,chimbarongo,-34.7,-71.05,7.49,96,100,2.24,CL,1694949134
166,berezovyy,51.6667,135.7,13.93,67,87,1.99,RU,1694949135
167,faya-largeau,17.9257,19.1043,39.94,8,0,7.2,TD,1694949135
168,inari,68.906,27.0288,10.11,95,100,5.58,FI,1694949135
169,kavieng,-2.5744,150.7967,27.25,73,12,6.16,PG,1694949135
170,kiunga,-6.1219,141.2906,22.69,79,93,1.31,PG,1694949136
171,yuzhno-kurilsk,44.0306,145.8556,17.99,98,99,3.98,RU,1694949136
172,ulladulla,-35.35,150.4667,13.76,90,0,2.43,AU,1694949136
173,wau,7.7029,27.9953,32.63,51,77,0.61,SS,1694949136
174,tazacorte,28.629,-17.9293,24.54,71,20,6.17,ES,1694949136
175,codrington,-38.2667,141.9667,11.47,92,83,2.16,AU,1694949136
176,talnakh,69.4865,88.3972,6.23,67,62,2.56,RU,1694949136
177,nova sintra,14.8667,-24.7167,22.51,75,34,6.5,CV,1694949137
178,quellon,-43.1167,-73.6167,3.02,82,62,3.31,CL,1694949137
179,tarko-sale,64.9225,77.785,14.44,64,100,4.47,RU,1694949137
180,amurzet,47.6967,131.0981,16.06,87,35,2.31,RU,1694949137
181,san pedro pochutla,15.7333,-96.4667,24.28,82,90,1.82,MX,1694949137
182,genhe,50.7833,121.5167,8.08,98,99,0.31,CN,1694948947
183,margate,51.3813,1.3862,20.17,82,99,2.24,GB,1694949102
184,sinabang,2.4803,96.3801,26.14,80,100,2.8,ID,1694949138
185,fort st. john,56.2499,-120.8529,7.71,63,57,1.91,CA,1694949138
186,ikwiriri,-7.9562,38.9716,33.58,35,92,5.21,TZ,1694949138
187,dublin,37.7021,-121.9358,17.69,85,100,5.14,US,1694948663
188,papatowai,-46.5619,169.4708,7.6,79,61,9.75,NZ,1694949138
189,puerto santa,-8.9906,-78.6456,17.85,94,78,2.97,PE,1694948940
190,tralee,52.2704,-9.7026,15.14,88,100,1.03,IE,1694949139
191,petropavlovsk-kamchatsky,53.0452,158.6483,11.36,74,34,9.87,RU,1694948908
192,nar'yan-mar,67.6713,53.087,8.88,61,37,2.38,RU,1694949139
193,east london,-33.0153,27.9116,19.43,37,63,9.2,ZA,1694949139
194,kayangel,8.0823,134.7173,28.4,72,98,2.08,PW,1694949139
195,eidson road,28.6772,-100.487,22.87,78,94,2.49,US,1694949139
196,el granada,37.5027,-122.4694,18.3,89,100,2.57,US,1694949140
197,nemuro,43.3236,145.575,18.45,95,94,6.46,JP,1694949140
198,pervomayka,43.3736,76.94,22.06,37,75,2.0,KZ,1694949140
199,waynesville,35.4887,-82.9887,17.07,92,78,0.89,US,1694949140
200,yilan,24.757,121.753,29.39,89,37,0.06,TW,1694949140
201,asarganj,25.15,86.6833,34.21,56,51,3.53,IN,1694949141
